best_des,best_exp,best_idx,best_logp,cycle,depth,genotype,logp_below_-40,logp_positive,n_cells,n_obj,n_subG,n_subG_zero_dng,n_subG_zero_photon,n_valid,phase,run,sub_dng_med,sub_dng_min,sub_phot_med,sub_phot_min,sub_pnr_max,target
"[7.0, 6.691980497313079, 7.98157910619842, 1.3612419293731524]",0.7380504111448754,64,-11.873254415128555,c1,d3,B30,0,0,65,2,0,,,65,C_adam0,output/experiments/B30_c30_a1p00_b1p00/20260707-094843_p64_i300,,,,,,a1p00_b1p00
"[7.0, 6.75490119239374, 8.690451819644618, 1.3528445049391238]",0.7380332308330111,64,-12.402408027463677,c1,d3,B30,0,0,65,2,0,,,65,C_adam1,output/experiments/B30_c30_a1p00_b1p00/20260707-094901_p64_i300,,,,,,a1p00_b1p00
"[0.0, 0.0, 0.0, 1.4125041870490815]",0.7195458754295138,35,0.0,c1,d4,B30,0,0,38250,2,0,,,8686,B_b30,output/experiments/B30_c30_a1p00_b1p00/20260707-151613_p64_i1500,,,,,,a1p00_b1p00
"[4.0, 9.789568342210353, 9.789568342210353, 1.4129187468081952]",0.7195359739178028,11015,-5.142390942281366,c1,d4,B30,0,0,38250,2,0,,,9415,B_b30,output/experiments/B30_c30_a1p00_b1p00/20260707-164703_p64_i1500,,,,,,a1p00_b1p00
"[4.0, 4.997903814589173, 11.989497602722215, 3.6292967431842094]",0.5829485493806569,64,-4.1675223874795995,c1,d4,B30,0,0,65,2,10,0,0,65,C_adam0,output/experiments/B30_c30_a1p00_b1p00/20260707-182012_p64_i300,3.617939533890425,3.4165309678736318,11.999836998551235,7.999767279230746,5.999838910197276,a1p00_b1p00
"[4.0, 5.9998992538254825, 11.999737833986165, 3.5102351456457415]",0.5964296657739379,64,-4.256683209346497,c1,d4,B30,0,0,65,2,9,0,0,63,C_adam1,output/experiments/B30_c30_a1p00_b1p00/20260707-182020_p64_i300,3.618606539710992,3.416715386059016,11.999737833986165,7.999755149610089,5.999901118014655,a1p00_b1p00
"[7.0, 5.378383776515255, 6.152931451382812, 1.3610031843321486]",0.7381158959388205,64,-12.15678718831377,c1,d4,B30,0,0,65,2,0,,,65,C_adam0,output/experiments/B30_c30_a1p00_b1p00/20260707-183214_p64_i300,,,,,,a1p00_b1p00
"[3.0, 8.999893630838796, 23.999269964165634, 4.287983706127207]",0.3781819631419372,64,-4.434329382430148,c1,d4,B30,0,0,65,2,2,0,0,65,C_adam1,output/experiments/B30_c30_a1p00_b1p00/20260707-183220_p64_i300,4.283406388093672,4.278829070060137,23.999264308835123,23.999258653504615,8.999893630838796,a1p00_b1p00
"[3.0, 8.999893630838796, 23.999269964165634, 4.287983706127207]",0.3781819631419372,64,-4.434329382430148,c1,d4,B30,0,0,65,2,2,0,0,65,C_adam1,output/experiments/B30_c30_a1p00_b1p00/20260707-184421_p64_i300,4.283406388093672,4.278829070060137,23.999264308835123,23.999258653504615,8.999893630838796,a1p00_b1p00
"[4.0, 9.999709501665647, 15.999643115536548, 4.018439304382364]",0.6480317428571665,11111,-3.3142453402274437,c1,d5,B30,0,0,74250,2,1,0,0,7375,B_b30,output/experiments/B30_c30_a1p00_b1p00/20260707-233730_p64_i800,4.018439304382364,4.018439304382364,15.999643115536548,15.999643115536548,9.999709501665647,a1p00_b1p00
"[2.0, 9.999857668539132, 19.999672169574588, 4.203897451934182]",0.39160391560286917,6702,-3.2000647510376825,c1,d5,B30,0,0,74250,2,9,0,0,7694,B_b30,output/experiments/B30_c30_a1p00_b1p00/20260708-011713_p64_i800,4.140937118241567,4.127096595302527,17.99970453974328,17.999699471058786,9.999859116429553,a1p00_b1p00
"[2.0, 9.999859116429553, 19.99967724614823, 4.216840356356698]",0.3934181959288375,6701,-3.1964162166552543,c1,d5,B30,0,0,74250,2,6,0,0,7961,B_b30,output/experiments/B30_c30_a1p00_b1p00/20260708-025753_p64_i800,4.216840356356698,4.140256193076736,19.99967724614823,17.999707553732573,9.999859116429553,a1p00_b1p00
"[3.0, 5.999843199734816, 17.999432735490277, 3.991114880483959]",0.5978008857198925,64,-4.552599736461308,c1,d5,B30,0,0,65,2,7,0,0,65,C_adam0,output/experiments/B30_c30_a1p00_b1p00/20260708-043948_p64_i300,3.6203199382308444,3.4189583329462865,11.999847867469313,7.999779841763283,5.999845527030039,a1p00_b1p00
"[3.0, 5.999846949614513, 17.999482512629417, 3.8682650226050015]",0.5970508647258501,64,-4.5199855371310536,c1,d5,B30,0,0,65,2,7,0,0,65,C_adam1,output/experiments/B30_c30_a1p00_b1p00/20260708-043957_p64_i300,3.635908210684155,3.4211168105632126,11.999840887562428,7.999778177069247,5.999846949614513,a1p00_b1p00
"[2.0, 9.999856221982824, 19.999669493612267, 4.204850320618149]",0.3754376665469553,64,-3.2010790080591294,c1,d5,B30,0,0,65,2,9,0,0,65,C_adam0,output/experiments/B30_c30_a1p00_b1p00/20260708-050346_p64_i300,4.203718648063756,4.196809489753978,19.999670599554236,19.999665555472024,9.999857540018816,a1p00_b1p00
"[2.0, 9.99985626269323, 19.999669535329318, 4.205005725503906]",0.37543748407114264,25,-3.2010487901430262,c1,d5,B30,0,0,65,2,9,0,0,65,C_adam0,output/experiments/B30_c30_a1p00_b1p00/20260708-052758_p64_i300,4.204857356602105,4.164940318450549,19.999669535329318,19.999667930489018,9.99985727952495,a1p00_b1p00
"[6.0, 5.770814840565004, 5.770814840565004, 1.6630542025404096]",1.0014668082531604,14530,-1.5831037179361729,c0,d3,B30,0,0,20250,2,0,,,7096,B_b30,output/experiments/B30_c30_a1p41_b1p41/20260707-032201_p64_i4000,,,,,,a1p41_b1p41
"[2.0, 7.999936606928965, 20.849181622907867, 4.641392734908905]",0.9340404702146272,6252,-4.647618594943637,c0,d3,B30,0,0,20250,2,8,0,0,6937,B_b30,output/experiments/B30_c30_a1p41_b1p41/20260707-060614_p64_i4000,4.641400070312843,4.6310970903458255,18.42452741865558,15.999873214403292,8.443287186078452,a1p41_b1p41
"[2.0, 9.98864015927781, 25.98851884106204, 4.620435695846069]",0.8926671895332556,6746,-4.631177885377906,c0,d3,B30,0,0,20250,2,18,0,0,7024,B_b30,output/experiments/B30_c30_a1p41_b1p41/20260707-083900_p64_i4000,4.65049144824129,4.620435695846069,21.608938831300694,15.999878143562047,9.98864015927781,a1p41_b1p41
"[2.0, 9.988609361854673, 25.98848798587678, 4.620494884753079]",0.8924376969573731,6746,-4.631128579330957,c0,d3,B30,0,0,20250,2,9,0,0,6755,B_b30,output/experiments/B30_c30_a1p41_b1p41/20260707-111316_p64_i4000,4.642851881416643,4.620494884753079,25.98848798587678,15.999879115552629,9.995944902014747,a1p41_b1p41
"[2.0, 7.999922676850844, 23.668929089296846, 4.471089773322099]",0.7957672741853898,6297,-4.691396371778462,c0,d3,B30,0,0,20250,2,19,0,0,6734,B_b30,output/experiments/B30_c30_a1p41_b1p41/20260707-134621_p64_i4000,4.64348780567445,4.470506780146231,19.325582129067076,15.999878986456075,9.995929742355868,a1p41_b1p41
"[2.0, 9.996278355568824, 25.99612560516367, 4.383130665265369]",0.7627333666274106,6748,-4.684591429481404,c0,d3,B30,0,0,20250,2,30,0,0,6807,B_b30,output/experiments/B30_c30_a1p41_b1p41/20260707-162005_p64_i4000,4.643548627738898,4.383130665265369,19.577981086263613,15.999851178872872,9.999915502286777,a1p41_b1p41
"[2.0, 9.996422262444263, 25.99626979253052, 4.3246678444244395]",0.7470722772458142,6745,-4.720503843402618,c0,d3,B30,0,0,20250,2,24,0,0,6616,B_b30,output/experiments/B30_c30_a1p41_b1p41/20260707-185451_p64_i4000,4.471363736581884,4.2514218479006765,19.99929087316339,15.99985117866832,9.999893956858989,a1p41_b1p41
"[4.0, 7.999913947825354, 19.998958249467687, 4.185737534714836]",0.7276655090613031,10750,-4.179895510885236,c0,d3,B30,0,0,20250,2,110,0,0,6879,B_b30,output/experiments/B30_c30_a1p41_b1p41/20260707-213018_p64_i4000,4.337157307774243,3.879312890236129,19.998928372673987,13.99976575121666,9.999908014914014,a1p41_b1p41
"[5.0, 7.999915073367624, 23.999585026673856, 3.9232477615474846]",0.7067617234887913,13045,-4.592308658467133,c0,d3,B30,0,0,20250,2,127,0,0,6471,B_b30,output/experiments/B30_c30_a1p41_b1p41/20260708-000521_p64_i4000,4.252435778506598,3.753723260255434,19.99908224407442,7.999819675811291,9.999926372003998,a1p41_b1p41
"[5.0, 7.999915073988467, 23.99958502604774, 3.9233806140150307]",0.7067588061560165,13047,-4.592308676289657,c0,d3,B30,0,0,20250,2,108,0,0,6691,B_b30,output/experiments/B30_c30_a1p41_b1p41/20260708-023945_p64_i4000,4.247051787275064,3.462063342598576,19.99807555698915,7.99990440380985,9.999904812634332,a1p41_b1p41
"[3.0, 5.999818939786548, 17.998965458583875, 3.484824363184112]",0.6489336942903231,64,-4.7366300075740115,c0,d3,B30,0,0,65,2,14,0,0,65,C_adam0,output/experiments/B30_c30_a1p41_b1p41/20260708-051446_p64_i300,3.4837031194199737,3.370054417602007,11.999842803471589,11.999778326012343,5.9999353859142195,a1p41_b1p41
"[3.0, 5.999460230608681, 17.994202260046663, 3.5697923488871455]",0.5844067680001199,42,-6.672661657133081,c0,d3,B30,0,0,65,2,13,0,0,64,C_adam1,output/experiments/B30_c30_a1p41_b1p41/20260708-051454_p64_i300,3.49870051917718,3.263818714920749,11.999831379596609,10.99939262644385,5.9999164737647295,a1p41_b1p41
"[3.0, 5.9996182245234895, 17.997480837186167, 3.625521430921987]",0.5551696112279273,64,-6.247200243739324,c0,d3,B30,0,0,65,2,9,0,0,65,C_adam0,output/experiments/B30_c30_a1p41_b1p41/20260708-052442_p64_i300,3.963657909178105,3.625521430921987,17.998532421934307,17.985883850890477,7.999931399412745,a1p41_b1p41
"[3.0, 5.9996182245234895, 17.997480837186167, 3.625521430921987]",0.5551696112279273,64,-6.247200243739324,c0,d3,B30,0,0,65,2,9,0,0,65,C_adam1,output/experiments/B30_c30_a1p41_b1p41/20260708-052449_p64_i300,3.963657909178105,3.625521430921987,17.998532421934307,17.985883850890477,7.999931399412745,a1p41_b1p41
"[3.0, 5.999677514774003, 17.998255526594768, 3.6763507649170197]",0.5392958707006469,64,-5.245881135464588,c0,d3,B30,0,0,65,2,9,0,0,65,C_adam0,output/experiments/B30_c30_a1p41_b1p41/20260708-053146_p64_i300,3.9323997597197557,3.6593093874221623,17.998563645825318,17.988465909737837,7.999933205574106,a1p41_b1p41
"[3.0, 5.999677514774003, 17.998255526594768, 3.6763507649170197]",0.5392958707006469,64,-5.245881135464588,c0,d3,B30,0,0,65,2,9,0,0,65,C_adam1,output/experiments/B30_c30_a1p41_b1p41/20260708-053151_p64_i300,3.9323997597197557,3.6593093874221623,17.998563645825318,17.988465909737837,7.999933205574106,a1p41_b1p41
"[3.0, 5.999868802224535, 17.999306901360306, 3.752801409172502]",0.5279250141018254,64,-5.575435713499905,c0,d3,B30,0,0,65,2,9,0,0,65,C_adam0,output/experiments/B30_c30_a1p41_b1p41/20260708-053853_p64_i300,3.8945748964394173,3.7378450226243185,17.999306901360306,17.9871506455544,7.999930164287855,a1p41_b1p41
"[3.0, 5.999868802224535, 17.999306901360306, 3.752801409172502]",0.5279250141018254,64,-5.575435713499905,c0,d3,B30,0,0,65,2,9,0,0,65,C_adam1,output/experiments/B30_c30_a1p41_b1p41/20260708-053854_p64_i300,3.8945748964394173,3.7378450226243185,17.999306901360306,17.9871506455544,7.999930164287855,a1p41_b1p41
"[3.0, 5.999913080193215, 17.999492268590355, 3.797374511166254]",0.5230065503612326,1,-8.243870790820237,c0,d3,B30,0,0,65,2,9,0,0,65,C_adam0,output/experiments/B30_c30_a1p41_b1p41/20260708-054603_p64_i300,3.98016818627738,3.6886721383306806,21.999658402365615,17.995544955865398,9.999893354661006,a1p41_b1p41
"[3.0, 5.999920019247526, 17.9995223726527, 3.8226306190767865]",0.521044754570173,64,-8.491823850426522,c0,d3,B30,0,0,65,2,9,0,0,65,C_adam0,output/experiments/B30_c30_a1p41_b1p41/20260708-055314_p64_i300,3.9802778125566345,3.6410674079307253,17.99890580616353,15.999313517091831,9.999842623340049,a1p41_b1p41
"[3.0, 5.999891674096137, 17.999395620396726, 3.825734714026387]",0.5193356897041191,1,-8.461179117761013,c0,d3,B30,0,0,65,2,9,0,0,65,C_adam0,output/experiments/B30_c30_a1p41_b1p41/20260708-060025_p64_i300,3.825734714026387,3.6734076789838515,17.998890432785593,15.999421454275131,9.999776322983756,a1p41_b1p41
"[3.0, 5.999860085415673, 17.999239055297956, 3.910455337888422]",0.5041953192861245,64,-8.471330805753464,c0,d3,B30,0,0,65,2,9,0,0,65,C_adam1,output/experiments/B30_c30_a1p41_b1p41/20260708-060736_p64_i300,3.910455337888422,3.6549671592580406,17.99915756708583,15.999372620551998,9.99977062000296,a1p41_b1p41
"[3.0, 5.999837707501977, 17.99912911846095, 3.9185186489176758]",0.5039791027671329,64,-8.463988523389833,c0,d3,B30,0,0,65,2,9,0,0,65,C_adam0,output/experiments/B30_c30_a1p41_b1p41/20260708-061443_p64_i300,3.9185186489176758,3.3008342383268747,17.998880922267183,15.999426228778063,9.999769562495043,a1p41_b1p41
"[3.0, 5.999824909080161, 17.999074564639525, 3.9213226191540365]",0.5039425553941663,64,-7.592106102733404,c0,d3,B30,0,0,65,2,9,0,0,65,C_adam1,output/experiments/B30_c30_a1p41_b1p41/20260708-062153_p64_i300,3.9212439620137776,3.7427861674624463,17.99891832301033,15.999424465109218,9.99977188122,a1p41_b1p41
"[3.0, 5.999824909080161, 17.999074564639525, 3.9213226191540365]",0.5039425553941663,64,-7.592106102733404,c0,d3,B30,0,0,65,2,9,0,0,65,C_adam0,output/experiments/B30_c30_a1p41_b1p41/20260708-062904_p64_i300,3.9790494015770737,3.7473220528349813,17.998866320409846,15.999412278192057,9.999786168187745,a1p41_b1p41
"[3.0, 3.999976144390339, 7.999947510981521, 3.880106177295506]",0.9127414709029888,7825,-2.3575824209150738,c0,d4,B30,0,0,38250,2,6,0,0,9943,B_b30,output/experiments/B30_c30_a1p41_b1p41/20260708-122742_p64_i1500,3.8801029540910115,3.880099730886517,7.999947507626424,7.999940547863186,3.999976144390339,a1p41_b1p41
"[3.0, 5.999824909080161, 17.999074564639525, 3.9213226191540365]",0.5026584481049324,8005,-7.592086504422896,c0,d4,B30,0,0,38250,2,15,0,0,9123,B_b30,output/experiments/B30_c30_a1p41_b1p41/20260708-140351_p64_i1500,4.144715574091606,3.7378450226243185,17.99888630509368,17.99888630509368,9.999798498556327,a1p41_b1p41
"[3.0, 5.999824909080161, 17.999074564639525, 3.9213226191540365]",0.5026584481049324,8005,-7.592086504422896,c0,d4,B30,0,0,38250,2,17,0,0,8995,B_b30,output/experiments/B30_c30_a1p41_b1p41/20260708-153306_p64_i1500,4.0658789063915535,3.7378450226243185,17.99891832301033,15.998963946766327,9.99982747727892,a1p41_b1p41
"[3.0, 5.999279524245571, 17.99031676400347, 3.6428974418784907]",0.5868211740087883,64,-5.639535324648244,c0,d4,B30,0,0,65,2,16,0,0,65,C_adam0,output/experiments/B30_c30_a1p41_b1p41/20260708-170200_p64_i300,3.535758453779613,3.313920513870019,11.998621822460276,5.999939385423037,5.999926922916365,a1p41_b1p41
"[3.0, 5.9995787837347425, 17.99783300252115, 3.5441335959611653]",0.6399724746305333,64,-5.039883604149152,c0,d4,B30,0,0,65,2,13,0,0,65,C_adam1,output/experiments/B30_c30_a1p41_b1p41/20260708-170208_p64_i300,3.513002661966236,3.39382108975758,11.99673811653019,5.999942887903212,5.9995787837347425,a1p41_b1p41
"[3.0, 5.999813159459079, 17.99899206712007, 3.91796011994702]",0.5039391330740988,64,-7.849502736204183,c0,d4,B30,0,0,65,2,9,0,0,65,C_adam0,output/experiments/B30_c30_a1p41_b1p41/20260708-171707_p64_i300,3.91796011994702,3.713883553028845,17.998947941791435,17.995366628446263,9.99978638026911,a1p41_b1p41
"[3.0, 5.999813159459079, 17.99899206712007, 3.91796011994702]",0.5039391330740988,64,-7.849502736204183,c0,d4,B30,0,0,65,2,9,0,0,65,C_adam1,output/experiments/B30_c30_a1p41_b1p41/20260708-171712_p64_i300,3.91796011994702,3.713883553028845,17.998947941791435,17.995366628446263,9.99978638026911,a1p41_b1p41
"[3.0, 5.999813159459079, 17.99899206712007, 3.91796011994702]",0.5039391330740988,64,-7.849502736204183,c0,d4,B30,0,0,65,2,9,0,0,65,C_adam0,output/experiments/B30_c30_a1p41_b1p41/20260708-172854_p64_i300,3.91796011994702,3.713883553028845,17.998947941791435,17.995366628446263,9.99978638026911,a1p41_b1p41
"[3.0, 5.999813159459079, 17.99899206712007, 3.91796011994702]",0.5039391330740988,64,-7.849502736204183,c0,d4,B30,0,0,65,2,9,0,0,65,C_adam1,output/experiments/B30_c30_a1p41_b1p41/20260708-172859_p64_i300,3.91796011994702,3.713883553028845,17.998947941791435,17.995366628446263,9.99978638026911,a1p41_b1p41
"[5.0, 5.999905356594345, 13.999777626342542, 3.960648249833458]",0.7129895935665352,12418,-5.3966795028189045,c0,d5,B30,0,0,74250,2,18,0,0,8224,B_b30,output/experiments/B30_c30_a1p41_b1p41/20260709-000535_p64_i800,3.97479368919622,3.9091003836845797,13.999777626342542,7.9996958483461755,7.999902235747519,a1p41_b1p41
"[3.0, 5.999824909080161, 17.999074564639525, 3.9213226191540365]",0.5026584481049323,8005,-7.592086504422896,c0,d5,B30,0,0,74250,2,9,0,0,8438,B_b30,output/experiments/B30_c30_a1p41_b1p41/20260709-015647_p64_i800,3.9213226191540365,3.7378450226243185,17.99907464047048,17.99891832301033,9.99977188122,a1p41_b1p41
"[3.0, 5.999824909080161, 17.999074564639525, 3.9213226191540365]",0.5026584481049323,8005,-7.592086504422896,c0,d5,B30,0,0,74250,2,11,0,0,8202,B_b30,output/experiments/B30_c30_a1p41_b1p41/20260709-033630_p64_i800,3.752801409172502,3.737845003892037,17.99915484382889,17.99891832301033,9.99977188122,a1p41_b1p41
"[4.0, 5.999888350033909, 14.999599208222358, 3.7941984134183144]",0.5658020333150406,64,-4.458856875879087,c0,d5,B30,0,0,65,2,17,0,0,65,C_adam0,output/experiments/B30_c30_a1p41_b1p41/20260709-051548_p64_i300,3.6923965790739413,3.393031655893063,11.999832865281785,5.999941563928833,9.999783404151065,a1p41_b1p41
"[4.0, 5.999888350033909, 14.999599208222358, 3.7941984134183144]",0.5658020333150406,64,-4.458856875879087,c0,d5,B30,0,0,65,2,17,0,0,65,C_adam1,output/experiments/B30_c30_a1p41_b1p41/20260709-051556_p64_i300,3.6923965790739413,3.393031655893063,11.999832865281785,5.999941563928833,9.999783404151065,a1p41_b1p41
"[3.0, 5.999824909080161, 17.999074564639525, 3.9213226191540365]",0.5039425553941663,64,-7.592106102733404,c0,d5,B30,0,0,65,2,9,0,0,65,C_adam0,output/experiments/B30_c30_a1p41_b1p41/20260709-054557_p64_i300,3.83318759930215,3.7732453596114794,17.996669061247886,13.999828951616196,5.999929319670699,a1p41_b1p41
"[3.0, 5.999824909080161, 17.999074564639525, 3.9213226191540365]",0.5039425553941663,64,-7.592106102733404,c0,d5,B30,0,0,65,2,9,0,0,65,C_adam1,output/experiments/B30_c30_a1p41_b1p41/20260709-054610_p64_i300,3.83318759930215,3.7732453596114794,17.996669061247886,13.999828951616196,5.999929319670699,a1p41_b1p41
"[3.0, 5.999824909080161, 17.999074564639525, 3.9213226191540365]",0.5039425553941663,64,-7.592106102733404,c0,d5,B30,0,0,65,2,9,0,0,65,C_adam0,output/experiments/B30_c30_a1p41_b1p41/20260709-060945_p64_i300,3.806073130375589,3.7576999344530826,17.996044192022282,14.999207505314907,5.999931320630251,a1p41_b1p41
"[3.0, 5.999820498776209, 17.99903058675345, 3.9204900210895097]",0.5038891584198892,64,-7.607153818429985,c0,d5,B30,0,0,65,2,9,0,0,65,C_adam1,output/experiments/B30_c30_a1p41_b1p41/20260709-060955_p64_i300,3.7866676958106993,3.703060620776645,17.996147101428576,14.999382412567968,5.9999306100725605,a1p41_b1p41
"[3.0, 5.999824674423392, 17.99904592383784, 3.923361683718568]",0.5038815702275014,64,-7.7532665324885945,c0,d5,B30,0,0,65,2,9,0,0,65,C_adam1,output/experiments/B30_c30_a1p41_b1p41/20260709-063345_p64_i300,3.7909264047196807,3.760239461536818,17.99544638234442,14.999334141223219,5.999931636399528,a1p41_b1p41
"[3.0, 5.999824674423392, 17.99904592383784, 3.923361683718568]",0.5038815702275014,64,-7.7532665324885945,c0,d5,B30,0,0,65,2,9,0,0,65,C_adam1,output/experiments/B30_c30_a1p41_b1p41/20260709-064900_p64_i300,3.7909264047196807,3.760239461536818,17.99544638234442,14.999334141223219,5.999931636399528,a1p41_b1p41
"[6.0, 5.770814840565004, 5.770814840565004, 1.6630542025404096]",1.0014668082531604,14530,-1.5831037179361729,c1,d3,B30,0,0,20250,2,0,,,7096,B_b30,output/experiments/B30_c30_a1p41_b1p41/20260709-121821_p64_i4000,,,,,,a1p41_b1p41
"[3.0, 5.999868802221589, 17.99930689966419, 3.7514421534705438]",0.5288918674046207,8005,-4.591122504869603,c1,d3,B30,0,0,20250,2,8,0,0,6460,B_b30,output/experiments/B30_c30_a1p41_b1p41/20260709-145808_p64_i4000,3.7514421534705438,3.7514421534705438,17.99930689966419,17.99930689966419,7.999568035176604,a1p41_b1p41
"[3.0, 5.999868802221589, 17.99930689966419, 3.7514421534705438]",0.5288918674046207,8005,-4.591122504869603,c1,d3,B30,0,0,20250,2,6,0,0,6437,B_b30,output/experiments/B30_c30_a1p41_b1p41/20260709-173534_p64_i4000,3.7514421534705438,3.7514421534705438,17.99930689966419,11.999772163311846,5.999892902544458,a1p41_b1p41
"[3.0, 5.999785789313598, 17.999093547998285, 3.5503897704709644]",0.6383289575227267,64,-4.71045365880162,c1,d3,B30,0,0,65,2,14,0,0,65,C_adam0,output/experiments/B30_c30_a1p41_b1p41/20260709-201402_p64_i300,3.4933133758617996,3.2765012300181944,11.99983291869999,11.980582891704959,5.999880845667579,a1p41_b1p41
"[4.0, 4.999969498450205, 11.999243445744483, 3.7911924598065188]",0.6154291473545932,64,-4.193649960979553,c1,d3,B30,0,0,65,2,12,0,0,65,C_adam1,output/experiments/B30_c30_a1p41_b1p41/20260709-201410_p64_i300,3.6093560776293137,3.4352134677671176,11.999826558499974,11.989790741570165,5.999931228818451,a1p41_b1p41
"[3.0, 5.999917481123969, 18.9825008990693, 3.8126767776083454]",0.5228441248375524,64,-7.048549798949001,c1,d3,B30,0,0,65,2,6,0,0,65,C_adam0,output/experiments/B30_c30_a1p41_b1p41/20260709-202208_p64_i300,3.7973151711223867,3.0990482650710076,18.490991656284415,17.99948069112516,6.999753296129375,a1p41_b1p41
"[3.0, 5.999911577538428, 17.999488504112144, 3.8027404826258167]",0.5226684903072275,64,-8.214968589692658,c1,d3,B30,0,0,65,2,6,0,0,65,C_adam1,output/experiments/B30_c30_a1p41_b1p41/20260709-202216_p64_i300,3.7980188287623893,3.7745677732457157,17.99948457347893,17.948507338371684,5.999965669724252,a1p41_b1p41
"[3.0, 5.999917481123969, 18.9825008990693, 3.8126767776083454]",0.5228441248375524,64,-7.048549798949001,c1,d3,B30,0,0,65,2,6,0,0,65,C_adam0,output/experiments/B30_c30_a1p41_b1p41/20260709-203023_p64_i300,3.7973151711223867,3.0990482650710076,18.490991656284415,17.99948069112516,6.999753296129375,a1p41_b1p41
"[3.0, 5.999911577538428, 17.999488504112144, 3.8027404826258167]",0.5226684903072275,64,-8.214968589692658,c1,d3,B30,0,0,65,2,6,0,0,65,C_adam1,output/experiments/B30_c30_a1p41_b1p41/20260709-203029_p64_i300,3.7980188287623893,3.7745677732457157,17.99948457347893,17.948507338371684,5.999965669724252,a1p41_b1p41
"[3.0, 3.999976144390339, 7.999947510981521, 3.880106177295506]",0.9127414709029888,7825,-2.3575824209150738,c1,d4,B30,0,0,38250,2,6,0,0,9943,B_b30,output/experiments/B30_c30_a1p41_b1p41/20260709-233252_p64_i1500,3.8801029540910115,3.880099730886517,7.999947507626424,7.999940547863186,3.999976144390339,a1p41_b1p41
"[3.0, 5.999868802221589, 17.99930689966419, 3.7514421534705438]",0.5288918674046207,8005,-4.591122504869603,c1,d4,B30,0,0,38250,2,5,0,0,9344,B_b30,output/experiments/B30_c30_a1p41_b1p41/20260710-010220_p64_i1500,3.7514421534705438,3.7514421534705438,17.99930689966419,17.99930689966419,5.999868802221589,a1p41_b1p41
"[3.0, 5.999868802221589, 17.99930689966419, 3.7514421534705438]",0.5288918674046207,8005,-4.591122504869603,c1,d4,B30,0,0,38250,2,5,0,0,9041,B_b30,output/experiments/B30_c30_a1p41_b1p41/20260710-023247_p64_i1500,3.7514421534705438,3.7514421534705438,17.99930689966419,17.99930689966419,5.999868802221589,a1p41_b1p41
"[3.0, 5.999840797598941, 17.99927974913821, 3.5145501798048695]",0.6468475565979382,64,-4.628335742572287,c1,d4,B30,0,0,65,2,16,0,0,65,C_adam0,output/experiments/B30_c30_a1p41_b1p41/20260710-040236_p64_i300,3.5028328941540376,3.3919033515695203,11.999832146113718,5.999940014948761,5.9999423144231,a1p41_b1p41
"[3.0, 5.99979981236301, 17.998949669589386, 3.6754055885622225]",0.5391479416893508,33,-5.124933866621302,c1,d4,B30,0,0,65,2,16,0,0,65,C_adam1,output/experiments/B30_c30_a1p41_b1p41/20260710-040245_p64_i300,3.499819915401824,2.904710666092809,11.999827892471682,5.999932983168414,5.99979981236301,a1p41_b1p41
