best_des,best_exp,best_idx,best_logp,cycle,depth,genotype,logp_below_-40,logp_positive,n_cells,n_obj,n_subG,n_subG_zero_dng,n_subG_zero_photon,n_valid,phase,run,sub_dng_med,sub_dng_min,sub_phot_med,sub_phot_min,sub_pnr_max,target
"[3.0, 5.999914237010153, 17.999499078360316, 3.8118060171307686]",0.5227700662341824,64,-8.166937385260407,c1,d4,B30,0,0,65,2,5,0,0,65,C_adam0,output/experiments/B30_c30_a1p41_b1p41/20260710-041432_p64_i300,3.805450525158104,3.0445305010287127,17.999498630473326,17.99943008669812,6.999607553481828,a1p41_b1p41
"[3.0, 5.99991026845076, 17.999483032964648, 3.8106938382337354]",0.5228670989067296,6,-8.137705853547232,c1,d4,B30,0,0,65,2,4,0,0,65,C_adam1,output/experiments/B30_c30_a1p41_b1p41/20260710-041439_p64_i300,3.8095650252415716,3.3026134706488444,17.999483032964648,17.994546267441265,5.999913005507772,a1p41_b1p41
"[3.0, 5.999914237010153, 17.999499078360316, 3.8118060171307686]",0.5227700662341824,64,-8.166937385260407,c1,d4,B30,0,0,65,2,5,0,0,65,C_adam0,output/experiments/B30_c30_a1p41_b1p41/20260710-042630_p64_i300,3.805450525158104,3.0445305010287127,17.999498630473326,17.99943008669812,6.999607553481828,a1p41_b1p41
"[3.0, 5.99991026845076, 17.999483032964648, 3.8106938382337354]",0.5228670989067296,6,-8.137705853547232,c1,d4,B30,0,0,65,2,4,0,0,65,C_adam1,output/experiments/B30_c30_a1p41_b1p41/20260710-042635_p64_i300,3.8095650252415716,3.3026134706488444,17.999483032964648,17.994546267441265,5.999913005507772,a1p41_b1p41
"[5.0, 5.999905356594345, 13.999777626342542, 3.960648249833458]",0.7129895935665352,12418,-5.3966795028189045,c1,d5,B30,0,0,74250,2,18,0,0,8224,B_b30,output/experiments/B30_c30_a1p41_b1p41/20260710-091932_p64_i800,3.97479368919622,3.9091003836845797,13.999777626342542,7.9996958483461755,7.999902235747519,a1p41_b1p41
"[3.0, 5.999824909080161, 17.999074564639525, 3.9213226191540365]",0.5026584481049323,8005,-7.592086504422896,c1,d5,B30,0,0,74250,2,9,0,0,7629,B_b30,output/experiments/B30_c30_a1p41_b1p41/20260710-105757_p64_i800,3.7941984134183144,3.7514421534705438,17.99906882774793,14.999584865783607,5.999890042077641,a1p41_b1p41
"[3.0, 5.999824909080161, 17.999074564639525, 3.9213226191540365]",0.5026584481049323,8005,-7.592086504422896,c1,d5,B30,0,0,74250,2,9,0,0,7954,B_b30,output/experiments/B30_c30_a1p41_b1p41/20260710-123612_p64_i800,3.7514421534705438,3.7514421534705438,17.99930689966419,14.999628252579457,5.999890042077641,a1p41_b1p41
"[3.0, 7.999885879306606, 15.999739210131336, 4.330547414564155]",1.015277156626344,64,-3.912369081043229,c1,d5,B30,0,0,65,2,0,,,65,C_adam0,output/experiments/B30_c30_a1p41_b1p41/20260710-141507_p64_i300,,,,,,a1p41_b1p41
"[3.0, 7.999885879306606, 15.999739210131336, 4.330547414564155]",1.015277156626344,64,-3.912369081043229,c1,d5,B30,0,0,65,2,0,,,65,C_adam1,output/experiments/B30_c30_a1p41_b1p41/20260710-141515_p64_i300,,,,,,a1p41_b1p41
"[3.0, 5.999824909080161, 17.999074564639525, 3.9213226191540365]",0.5039425553941663,64,-7.592106102733404,c1,d5,B30,0,0,65,2,9,0,0,65,C_adam0,output/experiments/B30_c30_a1p41_b1p41/20260710-143844_p64_i300,3.7913846849343678,3.736696824206833,17.999074564639525,14.999359960171429,5.999928388492745,a1p41_b1p41
"[3.0, 5.9998232827660445, 17.99903720119216, 3.922504075334178]",0.5038659678000603,64,-7.733223895023684,c1,d5,B30,0,0,65,2,9,0,0,65,C_adam1,output/experiments/B30_c30_a1p41_b1p41/20260710-143857_p64_i300,3.789498783219315,3.7725166545199222,17.99904021279749,14.999304354854257,5.999929165756119,a1p41_b1p41
"[3.0, 5.999824909080161, 17.999074564639525, 3.9213226191540365]",0.5039425553941663,64,-7.592106102733404,c1,d5,B30,0,0,65,2,9,0,0,65,C_adam0,output/experiments/B30_c30_a1p41_b1p41/20260710-150228_p64_i300,3.809598438803187,3.760448856109498,17.999074564639525,14.99930146653314,5.999928854341311,a1p41_b1p41
"[3.0, 5.999824909080161, 17.999074564639525, 3.9213226191540365]",0.5039425553941663,64,-7.592106102733404,c1,d5,B30,0,0,65,2,9,0,0,65,C_adam1,output/experiments/B30_c30_a1p41_b1p41/20260710-150243_p64_i300,3.809598438803187,3.760448856109498,17.999074564639525,14.99930146653314,5.999928854341311,a1p41_b1p41
"[3.0, 7.999891919045212, 15.999798710671916, 4.037477043366186]",0.591203284756446,8410,-3.7432205124801894,c0,d3,B30,0,0,20250,2,20,0,0,6832,B_b30,output/experiments/B30_c30_a2p73_b1p41/20260703-183843_p64_i4000,4.037477043366186,2.1095312509781587,15.999798710671916,3.9090784092698145,9.999864898806516,a2p73_b1p41
"[3.0, 7.9998898850835465, 15.99982515154854, 4.110004195428342]",0.509668432354339,8413,-3.719242855817104,c0,d3,B30,0,0,20250,2,35,0,0,6709,B_b30,output/experiments/B30_c30_a2p73_b1p41/20260703-223259_p64_i4000,4.12152447967965,1.52407880131589,17.999782765061788,7.999899468390625,9.999853112530195,a2p73_b1p41
"[3.0, 7.999897553186577, 15.999838098511763, 4.108307670840926]",0.5095580117456757,8410,-3.740024109688276,c0,d3,B30,0,0,20250,2,13,0,0,6551,B_b30,output/experiments/B30_c30_a2p73_b1p41/20260704-022959_p64_i4000,4.108307670840926,1.52407880131589,15.999838098511763,9.999911497925797,9.999871941483221,a2p73_b1p41
"[3.0, 5.999928477078746, 13.999832163531732, 4.119467743648778]",0.5219523228990403,64,-3.6000026904775733,c0,d3,B30,0,0,65,2,7,0,0,65,C_adam0,output/experiments/B30_c30_a2p73_b1p41/20260704-063713_p64_i300,4.0816393336019114,4.01663335609914,13.99984203302986,13.999832163531732,5.999949493766426,a2p73_b1p41
"[3.0, 6.999894504438444, 14.99981655216776, 4.069554097200747]",0.5217038490357014,64,-3.6443682823974997,c0,d3,B30,0,0,65,2,7,0,0,65,C_adam1,output/experiments/B30_c30_a2p73_b1p41/20260704-063721_p64_i300,4.069554097200747,4.018949801241343,13.999863313333467,13.999840511725232,6.999924280355324,a2p73_b1p41
"[3.0, 7.999897553186577, 15.999838098511763, 4.108307672920043]",0.5094142884523448,64,-3.7400241096979143,c0,d3,B30,0,0,65,2,6,0,0,65,C_adam0,output/experiments/B30_c30_a2p73_b1p41/20260704-065137_p64_i300,3.8703503728656345,2.518639882563024,18.99978481464453,15.999831904859303,9.999863922080955,a2p73_b1p41
"[3.0, 7.999897553186577, 15.999838098511763, 4.108307672920043]",0.5094142884523448,64,-3.7400241096979143,c0,d3,B30,0,0,65,2,6,0,0,64,C_adam1,output/experiments/B30_c30_a2p73_b1p41/20260704-065146_p64_i300,3.3522182008805452,2.565330776777297,20.49958669584037,15.999828122978561,9.999877906538938,a2p73_b1p41
"[3.0, 7.999897553186577, 15.999838098511763, 4.108307672920043]",0.5094142884523448,64,-3.7400241096979143,c0,d3,B30,0,0,65,2,6,0,0,65,C_adam0,output/experiments/B30_c30_a2p73_b1p41/20260704-070325_p64_i300,3.8703503728656345,2.518639882563024,18.99978481464453,15.999831904859303,9.999863922080955,a2p73_b1p41
"[3.0, 7.999897553186577, 15.999838098511763, 4.108307672920043]",0.5094142884523448,64,-3.7400241096979143,c0,d3,B30,0,0,65,2,6,0,0,64,C_adam1,output/experiments/B30_c30_a2p73_b1p41/20260704-070332_p64_i300,3.3522182008805452,2.565330776777297,20.49958669584037,15.999828122978561,9.999877906538938,a2p73_b1p41
"[4.0, 7.9998910760898925, 16.999792410696195, 4.037681123682246]",0.5932506814309629,10705,-5.060197619117685,c0,d4,B30,0,0,38250,2,61,0,0,9503,B_b30,output/experiments/B30_c30_a2p73_b1p41/20260704-112221_p64_i1500,3.951630583722073,1.3143671398281995,15.983410289423611,5.999920602615069,9.999934665136896,a2p73_b1p41
"[4.0, 7.999847958937073, 16.999658632015034, 3.9718187961261116]",0.49195689931834136,10706,-4.646635375399074,c0,d4,B30,0,0,38250,2,31,0,0,8832,B_b30,output/experiments/B30_c30_a2p73_b1p41/20260704-133811_p64_i1500,4.108307672920043,1.3143671398281995,16.999658632015034,7.9997982667999725,9.999928265491047,a2p73_b1p41
"[4.0, 7.999847958937073, 16.999658632015034, 3.9718163918305205]",0.4919569029702976,10706,-4.6466353768755075,c0,d4,B30,0,0,38250,2,25,0,0,8694,B_b30,output/experiments/B30_c30_a2p73_b1p41/20260704-154513_p64_i1500,3.9718163918305205,1.3143671536559378,16.999658598029786,13.72204433128192,9.999758389137076,a2p73_b1p41
"[3.0, 7.999894251056683, 15.999832137390117, 4.105302686288534]",0.5095254179893604,1,-3.733830985914601,c0,d4,B30,0,0,65,2,18,0,0,65,C_adam0,output/experiments/B30_c30_a2p73_b1p41/20260704-175001_p64_i300,4.024104467353785,2.386572198337948,13.999858132160664,11.992952659126829,9.999903719417283,a2p73_b1p41
"[3.0, 7.999893777960068, 15.999831660542423, 4.1039235213166325]",0.5096607092939098,64,-3.7362017327028716,c0,d4,B30,0,0,65,2,18,0,0,65,C_adam1,output/experiments/B30_c30_a2p73_b1p41/20260704-175009_p64_i300,4.06440914655773,1.8482739489178082,13.999849614527776,11.999810537929887,9.999876965294321,a2p73_b1p41
"[4.0, 7.999847189688814, 16.99965859373885, 3.970010298596332]",0.4918102814376316,64,-4.647189698269938,c0,d4,B30,0,0,65,2,10,0,0,65,C_adam0,output/experiments/B30_c30_a2p73_b1p41/20260704-181226_p64_i300,3.5861439741971775,2.0744469446429052,16.499741258755826,11.99981136492878,9.999846812735766,a2p73_b1p41
"[4.0, 7.9998479317902005, 16.99965854461744, 3.970713820107447]",0.4918343778868288,64,-4.6467463639591795,c0,d4,B30,0,0,65,2,10,0,0,65,C_adam1,output/experiments/B30_c30_a2p73_b1p41/20260704-181235_p64_i300,3.5997893553529186,2.253322871009734,16.49974342330991,11.999815170310512,9.999847135461685,a2p73_b1p41
"[4.0, 7.999847189688814, 16.99965859373885, 3.970010298596332]",0.4918102814376316,64,-4.647189698269938,c0,d4,B30,0,0,65,2,11,0,0,65,C_adam0,output/experiments/B30_c30_a2p73_b1p41/20260704-182925_p64_i300,3.782999452258803,2.5238324854387963,16.999655058064906,11.995125913626138,9.999843036353877,a2p73_b1p41
"[4.0, 7.999847189688814, 16.99965859373885, 3.970010298596332]",0.4918102814376316,64,-4.647189698269938,c0,d4,B30,0,0,65,2,12,0,0,65,C_adam1,output/experiments/B30_c30_a2p73_b1p41/20260704-182935_p64_i300,3.6206677652658574,2.1010135501391347,16.999602355943342,11.999824595691491,9.999846347287058,a2p73_b1p41
"[4.0, 7.999847189688814, 16.99965859373885, 3.970010298596332]",0.4918102814376316,64,-4.647189698269938,c0,d4,B30,0,0,65,2,12,0,0,65,C_adam1,output/experiments/B30_c30_a2p73_b1p41/20260704-184630_p64_i300,3.648029795239413,2.12357526035437,16.999654070430715,11.999815771261764,9.999843533315712,a2p73_b1p41
"[3.0, 5.99990311737796, 13.999765827586755, 4.020305167277515]",0.5754837025617355,7915,-3.5204738676722505,c0,d5,B30,0,0,74250,2,41,0,0,7673,B_b30,output/experiments/B30_c30_a2p73_b1p41/20260705-035049_p64_i800,4.020305167277515,1.328708237325233,13.999765827586755,3.9999155229732204,9.999888160563732,a2p73_b1p41
"[4.0, 7.999865568540096, 16.999684824344342, 3.957590608014998]",0.49149385856875516,10706,-5.440377997273246,c0,d5,B30,0,0,74250,2,11,0,0,8049,B_b30,output/experiments/B30_c30_a2p73_b1p41/20260705-062704_p64_i800,3.9617097011919054,1.3143671398281995,16.999658339743593,11.999758300857883,9.999804824387317,a2p73_b1p41
"[4.0, 7.999865568540096, 16.999684824344342, 3.957590608014998]",0.49149385856875516,10705,-5.440377997273246,c0,d5,B30,0,0,74250,2,14,0,0,8658,B_b30,output/experiments/B30_c30_a2p73_b1p41/20260705-084323_p64_i800,3.9609168055874857,1.3143671398281995,16.99965598128908,11.999747080168271,9.999714015720485,a2p73_b1p41
"[4.0, 5.999881236221078, 14.999617240647174, 3.9326854481950484]",0.501545963938457,64,-4.445548160440358,c0,d5,B30,0,0,65,2,18,0,0,65,C_adam0,output/experiments/B30_c30_a2p73_b1p41/20260705-110126_p64_i300,3.6182045753874887,2.437624816699085,12.999809924082365,3.9999236563557723,9.999870278407682,a2p73_b1p41
"[4.0, 5.999882414213507, 14.999622734142315, 3.92389179899582]",0.5015026693388955,64,-4.4490034330702874,c0,d5,B30,0,0,65,2,18,0,0,65,C_adam1,output/experiments/B30_c30_a2p73_b1p41/20260705-110134_p64_i300,3.678527487024728,2.4217829249884573,12.999806005523787,3.9999323820103543,9.999871397940328,a2p73_b1p41
"[4.0, 7.999865568540096, 16.999684824344342, 3.9575905389990655]",0.4913902638725305,64,-5.440377997273246,c0,d5,B30,0,0,65,2,14,0,0,65,C_adam0,output/experiments/B30_c30_a2p73_b1p41/20260705-114428_p64_i300,3.9607469099084973,3.597395209308397,16.999660146513158,11.999823557419734,9.9999046885535,a2p73_b1p41
"[4.0, 7.999865568540096, 16.999684824344342, 3.9575905389990655]",0.4913902638725305,64,-5.440377997273246,c0,d5,B30,0,0,65,2,14,0,0,65,C_adam1,output/experiments/B30_c30_a2p73_b1p41/20260705-114431_p64_i300,3.9520930471426787,3.5462672884593145,16.99965941980713,11.999815971667545,9.999901596247033,a2p73_b1p41
"[4.0, 7.999865568540096, 16.999684824344342, 3.9575905389990655]",0.4913902638725305,64,-5.440377997273246,c0,d5,B30,0,0,65,2,14,0,0,65,C_adam0,output/experiments/B30_c30_a2p73_b1p41/20260705-121300_p64_i300,3.965105833986474,3.5036610103827757,16.999655699050784,11.999817574418064,9.999897783025599,a2p73_b1p41
"[4.0, 7.999865568540096, 16.999684824344342, 3.9575905389990655]",0.4913902638725305,64,-5.440377997273246,c0,d5,B30,0,0,65,2,14,0,0,65,C_adam1,output/experiments/B30_c30_a2p73_b1p41/20260705-121303_p64_i300,3.9546913560273147,3.5716874073884117,16.999655410440653,11.999821146860729,9.999893258591777,a2p73_b1p41
"[4.0, 5.99986521680173, 14.999568734397315, 3.9327308572313697]",0.502153904152943,64,-4.41818991654158,c1,d5,B30,0,0,65,2,17,0,0,65,C_adam1,output/experiments/B30_c30_a2p73_b1p41/20260705-232539_p64_i300,3.671763639203782,2.437814418280343,13.999763317329322,3.9999248964692677,9.999870641308538,a2p73_b1p41
"[4.0, 7.999865568540096, 16.999684824344342, 3.9575905389990655]",0.4913902638725305,64,-5.440377997273246,c1,d5,B30,0,0,65,2,18,0,0,65,C_adam0,output/experiments/B30_c30_a2p73_b1p41/20260705-234930_p64_i300,3.88513432349378,2.437113013594821,16.999641335367375,3.999890777227252,7.999866355961528,a2p73_b1p41
"[4.0, 7.999865568540096, 16.999684824344342, 3.9575905389990655]",0.4913902638725305,64,-5.440377997273246,c1,d5,B30,0,0,65,2,18,0,0,65,C_adam1,output/experiments/B30_c30_a2p73_b1p41/20260705-234933_p64_i300,3.88513432349378,2.437113013594821,16.999641335367375,3.999890777227252,7.999866355961528,a2p73_b1p41
"[4.0, 7.9998672260497985, 16.999707454485904, 3.957273737673436]",0.49134428333277314,64,-5.412634616907042,c1,d5,B30,0,0,65,2,18,0,0,65,C_adam0,output/experiments/B30_c30_a2p73_b1p41/20260706-001339_p64_i300,3.873295849600762,2.442227231093313,16.99964835233242,3.9997858914685898,7.9998672260497985,a2p73_b1p41
"[4.0, 7.9998684386875105, 16.999718558213537, 3.956998893763105]",0.4913072327680399,64,-5.355551499744085,c1,d5,B30,0,0,65,2,18,0,0,65,C_adam1,output/experiments/B30_c30_a2p73_b1p41/20260706-003742_p64_i300,3.8423737851993653,2.337041385019189,16.999640463971176,3.9998877400441697,7.9998684386875105,a2p73_b1p41
"[4.0, 7.99986746787211, 16.99971628932402, 3.958116315389532]",0.4912862109807681,64,-5.35693401297761,c1,d5,B30,0,0,65,2,18,0,0,65,C_adam1,output/experiments/B30_c30_a2p73_b1p41/20260706-010144_p64_i300,3.8607532139240037,2.4336653080892074,16.999643875538442,3.9997831944425877,7.999868444846726,a2p73_b1p41
"[4.0, 7.9998684386875105, 16.999718558213537, 3.956998893763105]",0.4913072327680399,64,-5.355551499744085,c1,d5,B30,0,0,65,2,18,0,0,65,C_adam0,output/experiments/B30_c30_a2p73_b1p41/20260706-010148_p64_i300,3.872415794155865,2.4395789883539987,16.999644951421494,3.999868730768589,7.9998684386875105,a2p73_b1p41
"[6.0, 9.999694736772293, 19.99938303183372, 4.428663627066786]",0.865774199124647,15700,-2.936675749165151,c1,d3,B30,0,0,20250,2,61,0,0,7372,B_b30,output/experiments/B30_c30_a2p73_b1p41/20260706-012407_p64_i4000,4.5347234078254175,1.3595469222131975,19.99938303183372,9.999740311714335,9.999779105004116,a2p73_b1p41
"[4.0, 7.999872278808832, 16.99972306839539, 3.9588367466291423]",0.49127498832466304,64,-5.40782882167723,c1,d5,B30,0,0,65,2,18,0,0,65,C_adam1,output/experiments/B30_c30_a2p73_b1p41/20260706-012550_p64_i300,3.867379926342714,2.428411358414942,16.999637916378283,3.9998696821317186,7.999872278808832,a2p73_b1p41
"[4.0, 7.999871171017648, 16.999717725040963, 3.95892608603101]",0.49125207672032906,64,-5.441594456859225,c1,d5,B30,0,0,65,2,18,0,0,65,C_adam1,output/experiments/B30_c30_a2p73_b1p41/20260706-014128_p64_i300,3.8717566815459543,2.3776783969375215,16.99964464118282,3.999893672554586,7.999871171017648,a2p73_b1p41
"[4.0, 7.999871171017648, 16.999717725040963, 3.95892608603101]",0.49125207672032906,64,-5.441594456859225,c1,d5,B30,0,0,65,2,18,0,0,65,C_adam1,output/experiments/B30_c30_a2p73_b1p41/20260706-015659_p64_i300,3.8717566815459543,2.3776783969375215,16.99964464118282,3.999893672554586,7.999871171017648,a2p73_b1p41
"[5.0, 7.998845023645006, 15.949424335868642, 2.1103830637783174]",0.9716056216174269,12913,-4.25969239212983,c1,d3,B30,0,0,20250,2,43,0,0,7162,B_b30,output/experiments/B30_c30_a2p73_b1p41/20260706-055419_p64_i4000,2.525431477186279,1.395275558870335,19.99922160160061,3.999887686212058,9.999922066898518,a2p73_b1p41
"[4.0, 4.999932293875879, 11.999825439351712, 3.5822870635691615]",0.6556555897599246,64,-4.275273255088954,c1,d3,B30,0,0,65,2,11,0,0,65,C_adam0,output/experiments/B30_c30_a2p73_b1p41/20260706-103558_p64_i300,3.5570729800625758,2.31468348435744,11.999817650876814,7.999695525934637,9.999872971262441,a2p73_b1p41
"[4.0, 4.999933484451601, 11.999830834146797, 3.5823641204468917]",0.6557026953198295,64,-4.284130435216352,c1,d3,B30,0,0,65,2,8,0,0,65,C_adam1,output/experiments/B30_c30_a2p73_b1p41/20260706-103607_p64_i300,3.5835733284133773,3.3129671825180544,11.999830839632894,11.99980173224531,5.999948040859323,a2p73_b1p41
"[4.0, 4.999928012048558, 11.999818723082344, 3.582885672486129]",0.6557315102575166,64,-4.2657031027184455,c1,d3,B30,0,0,65,2,17,0,0,65,C_adam0,output/experiments/B30_c30_a2p73_b1p41/20260706-104645_p64_i300,3.574098883086987,2.0911460097604317,11.999838565688712,10.999881185197939,9.999893056321875,a2p73_b1p41
"[4.0, 5.999768732060403, 12.999567787524517, 3.6324324438766027]",0.6165201478176205,64,-4.210383818074915,c1,d3,B30,0,0,65,2,17,0,0,65,C_adam1,output/experiments/B30_c30_a2p73_b1p41/20260706-104653_p64_i300,3.5011873434119947,2.2220191990545004,12.998639174153505,9.999813470848524,9.9998613550266,a2p73_b1p41
"[4.0, 5.999768732060403, 12.999567787524517, 3.6324324438766027]",0.6165201478176205,64,-4.210383818074915,c1,d3,B30,0,0,65,2,17,0,0,65,C_adam1,output/experiments/B30_c30_a2p73_b1p41/20260706-105809_p64_i300,3.5011873434119947,2.2220191990545004,12.998639174153505,9.999813470848524,9.9998613550266,a2p73_b1p41
"[3.0, 7.999895691408105, 9.999863420669696, 3.8990973671230087]",0.7200828360998327,8323,-2.3930296192394933,c1,d4,B30,0,0,38250,2,36,0,0,9945,B_b30,output/experiments/B30_c30_a2p73_b1p41/20260706-164214_p64_i1500,3.898543590015862,1.3595469222131975,9.999835746256569,7.999889028351745,9.999868511887758,a2p73_b1p41
"[5.0, 7.591352783865633, 17.591216354711758, 2.3399935242371166]",1.0024278165417226,12955,-4.795187661842732,c1,d4,B30,0,0,38250,2,30,0,0,9431,B_b30,output/experiments/B30_c30_a2p73_b1p41/20260706-183819_p64_i1500,1.6685698244225995,1.4086659299326663,11.99977403988477,11.999587173529767,9.999850878177224,a2p73_b1p41
"[3.0, 7.999902149795089, 10.999770011833393, 3.6587286631064853]",0.6550125898969075,57,-3.319626604810802,c1,d4,B30,0,0,65,2,16,0,0,65,C_adam0,output/experiments/B30_c30_a2p73_b1p41/20260706-203222_p64_i300,3.6574749223282454,2.9249697243761874,10.999770011833393,7.999718954287993,7.999911079456891,a2p73_b1p41
"[4.0, 4.999932442872593, 11.999830413499907, 3.5830589837725118]",0.6557612564496739,64,-4.29364727699956,c1,d4,B30,0,0,65,2,17,0,0,65,C_adam1,output/experiments/B30_c30_a2p73_b1p41/20260706-203230_p64_i300,3.588738015175455,2.514196913472933,10.999706660133226,7.999572025716917,7.99989103087533,a2p73_b1p41
"[4.0, 4.999945229782891, 11.99986069270218, 3.58125738243164]",0.6556835869118312,64,-4.323711741131209,c1,d4,B30,0,0,65,2,13,0,0,65,C_adam0,output/experiments/B30_c30_a2p73_b1p41/20260706-204536_p64_i300,3.4546312488990525,2.3009324212977043,11.999824764660719,10.999845601165289,9.99986833573115,a2p73_b1p41
"[4.0, 4.999902906413778, 10.999783461379467, 3.583256328076909]",0.6545306194732736,64,-4.135980858398297,c1,d4,B30,0,0,65,2,12,0,0,65,C_adam1,output/experiments/B30_c30_a2p73_b1p41/20260706-204541_p64_i300,3.5106982600897867,2.312808622401112,11.999809575659311,10.999782369584691,9.999882298700415,a2p73_b1p41
"[4.0, 4.999902906413778, 10.999783461379467, 3.583256328076909]",0.6545306194732736,64,-4.135980858398297,c1,d4,B30,0,0,65,2,12,0,0,65,C_adam1,output/experiments/B30_c30_a2p73_b1p41/20260706-210044_p64_i300,3.5106982600897867,2.312808622401112,11.999809575659311,10.999782369584691,9.999882298700415,a2p73_b1p41
"[4.0, 5.999905356594345, 13.999777626342542, 3.960648249833442]",0.5580748951040858,10166,-4.484614297853302,c1,d5,B30,0,0,74250,2,21,0,0,7991,B_b30,output/experiments/B30_c30_a2p73_b1p41/20260707-032329_p64_i800,3.960648249833442,1.4762440749615184,13.999667905333782,3.9999155229732204,9.999914209458431,a2p73_b1p41
"[4.0, 7.9998684386875105, 16.999718558213537, 3.956998963683727]",0.4914102360005283,10707,-5.355551499744086,c1,d5,B30,0,0,74250,2,16,0,0,7989,B_b30,output/experiments/B30_c30_a2p73_b1p41/20260707-053157_p64_i800,3.956998963683727,1.4011949379909694,16.999680544885898,11.999596638664475,9.999659662273586,a2p73_b1p41
"[4.0, 7.9998684386875105, 16.999718558213537, 3.956998963683727]",0.4914102360005283,10709,-5.355551499744086,c1,d5,B30,0,0,74250,2,17,0,0,8056,B_b30,output/experiments/B30_c30_a2p73_b1p41/20260707-074407_p64_i800,3.956998963683727,1.4011949379909694,16.999642531558255,11.999596638664475,9.999659662273586,a2p73_b1p41
"[4.0, 5.999883511145322, 14.999618673536506, 3.930922823188899]",0.5015133329423839,64,-4.451690980593533,c1,d5,B30,0,0,65,2,18,0,0,65,C_adam0,output/experiments/B30_c30_a2p73_b1p41/20260707-095621_p64_i300,3.6724318164063616,2.437572936184499,11.99984054120445,3.999911303763299,7.999893520513972,a2p73_b1p41
"[4.0, 5.999883511145322, 14.999618673536506, 3.930922823188899]",0.5015133329423839,64,-4.451690980593533,c1,d5,B30,0,0,65,2,18,0,0,65,C_adam1,output/experiments/B30_c30_a2p73_b1p41/20260707-095630_p64_i300,3.6724318164063616,2.437572936184499,11.99984054120445,3.999911303763299,7.999893520513972,a2p73_b1p41
"[4.0, 7.999871171017648, 16.999717725040963, 3.95892608603101]",0.49125207672032906,64,-5.441594456859225,c1,d5,B30,0,0,65,2,17,0,0,65,C_adam0,output/experiments/B30_c30_a2p73_b1p41/20260707-102639_p64_i300,3.929230967653597,2.3412268321454626,16.99970486098279,11.995095130378072,9.999870186344703,a2p73_b1p41
"[4.0, 7.999871171017648, 16.999717725040963, 3.95892608603101]",0.49125207672032906,64,-5.441594456859225,c1,d5,B30,0,0,65,2,17,0,0,65,C_adam1,output/experiments/B30_c30_a2p73_b1p41/20260707-102644_p64_i300,3.918538479455954,2.3411349402142845,16.999704315135443,11.995298215159984,9.999885710786918,a2p73_b1p41
"[4.0, 7.999871171017648, 16.999717725040963, 3.95892608603101]",0.49125207672032906,64,-5.441594456859225,c1,d5,B30,0,0,65,2,17,0,0,65,C_adam0,output/experiments/B30_c30_a2p73_b1p41/20260707-105624_p64_i300,3.929230967653597,2.3412268321454626,16.99970486098279,11.995095130378072,9.999870186344703,a2p73_b1p41
"[4.0, 7.999871171017648, 16.999717725040963, 3.95892608603101]",0.49125207672032906,64,-5.441594456859225,c1,d5,B30,0,0,65,2,17,0,0,65,C_adam1,output/experiments/B30_c30_a2p73_b1p41/20260707-105634_p64_i300,3.929230967653597,2.3412268321454626,16.99970486098279,11.995095130378072,9.999870186344703,a2p73_b1p41
